2024-08-13	17:53	12.374681
2024-08-13	17:53	14.156216
2024-08-13	17:53	12.698161
2024-08-13	17:53	13.544794
2024-08-13	17:54	10.623848
2024-08-13	17:54	6.262873
2024-08-13	17:54	2.888908
2024-08-13	17:54	1.754681
2024-08-13	17:54	2.520020
2024-08-13	17:54	2.053679
2024-08-13	17:54	2.054294
2024-08-13	17:54	2.534826
2024-08-13	17:54	2.119233
2024-08-13	17:54	1.246329
2024-08-13	17:54	5.720594
2024-08-13	17:54	1.261074
2024-08-13	17:54	1.824262
2024-08-13	17:54	2.529727
2024-08-13	17:54	2.357957
2024-08-13	17:54	0.834953
2024-08-13	17:54	0.466884
2024-08-13	17:54	0.988464
2024-08-13	17:54	3.372265
2024-08-13	17:54	0.193739
2024-08-13	17:54	0.622563
2024-08-13	17:54	6.580015
2024-08-13	17:54	1.744632
2024-08-13	17:54	1.779935
2024-08-13	17:54	1.862921
2024-08-13	17:54	0.538899
2024-08-13	17:54	1.245553
2024-08-13	17:54	5.152908
2024-08-13	17:54	18.550610
2024-08-13	17:54	8.033147
2024-08-13	17:55	1.655208
2024-08-13	17:55	0.958427
2024-08-13	17:55	0.527916
2024-08-13	17:55	0.586259
2024-08-13	17:55	0.176801
2024-08-13	17:55	0.439188
2024-08-13	17:55	0.710825
2024-08-13	17:55	33.043895
2024-08-13	17:55	24.860549
2024-08-13	17:55	25.883613
2024-08-13	17:55	26.686517
2024-08-13	17:55	2.415472
2024-08-13	17:55	4.406113
2024-08-13	17:55	7.141332
2024-08-13	17:55	8.190603
2024-08-13	17:55	8.807158
2024-08-13	17:55	8.690333
2024-08-13	17:55	8.678417
2024-08-13	17:55	9.449167
2024-08-13	17:55	9.838068
2024-08-13	17:55	10.512856
2024-08-13	17:55	9.496423
2024-08-13	17:55	10.060161
2024-08-13	17:55	9.246921
2024-08-13	17:55	9.310754
2024-08-13	17:55	9.852192
2024-08-13	17:55	8.714015
2024-08-13	17:55	9.412035
2024-08-13	17:55	8.560323
2024-08-13	17:55	7.841047
2024-08-13	17:55	9.258743
2024-08-13	17:55	8.980895
2024-08-13	17:55	9.610787
2024-08-13	17:55	10.826568
2024-08-13	17:56	10.705822
2024-08-13	17:56	10.563029
2024-08-13	17:56	9.441309
2024-08-13	17:56	9.057697
2024-08-13	17:56	8.604487
2024-08-13	17:56	9.012968
2024-08-13	17:56	9.379384
2024-08-13	17:56	9.085952
2024-08-13	17:56	8.463735
2024-08-13	17:56	7.520008
2024-08-13	17:56	78.277382
2024-08-13	17:56	1.410012
2024-08-13	17:56	1.208107
2024-08-13	17:56	1.163767
2024-08-13	17:56	0.678652
2024-08-13	17:56	0.590431
2024-08-13	17:56	0.608514
2024-08-13	17:56	12.176535
2024-08-13	17:56	13.981482
2024-08-13	17:56	11.060940
2024-08-13	17:56	9.839727
2024-08-13	17:56	1.954118
2024-08-13	17:56	1.995199
2024-08-13	17:56	2.718853
2024-08-13	17:56	3.679254
2024-08-13	17:56	5.220397
2024-08-13	17:56	6.325503
2024-08-13	17:56	6.076455
2024-08-13	17:56	6.105829
2024-08-13	17:56	5.685760
2024-08-13	17:56	5.320833
2024-08-13	17:56	4.910527
2024-08-13	17:56	4.535646
2024-08-13	17:56	3.226332
2024-08-13	17:56	3.872403
2024-08-13	17:56	3.452047
2024-08-13	17:56	3.800090
2024-08-13	17:56	5.239973
2024-08-13	17:56	6.013778
2024-08-13	17:56	109.824680
2024-08-13	17:56	7.417672
2024-08-13	17:56	5.614655
2024-08-13	17:56	7.212815
2024-08-13	17:56	4.874591
2024-08-13	17:56	3.417691
2024-08-13	17:56	3.341876
2024-08-13	17:57	3.778625
2024-08-13	17:57	3.631653
2024-08-13	17:57	5.833780
2024-08-13	17:57	5.179879
2024-08-13	17:57	4.843406
2024-08-13	17:57	4.512411
2024-08-13	17:57	4.189592
2024-08-13	17:57	4.207003
2024-08-13	17:57	5.500849
2024-08-13	17:57	5.230185
2024-08-13	17:57	8.807332
2024-08-13	17:57	8.608856
2024-08-13	17:57	9.116018
2024-08-13	17:57	10.441564
2024-08-13	17:57	11.128653
2024-08-13	17:57	35.979953
2024-08-13	17:57	13.241132
2024-08-13	17:57	11.390970
2024-08-13	17:57	9.285707
2024-08-13	17:57	7.019097
2024-08-13	17:57	3.806771
2024-08-13	17:57	3.778554
2024-08-13	17:57	3.581659
2024-08-13	17:57	3.467558
2024-08-13	17:57	3.436195
2024-08-13	17:57	3.580048
2024-08-13	17:57	3.823714
2024-08-13	17:57	4.122713
2024-08-13	17:57	3.867945
2024-08-13	17:57	4.260669
2024-08-13	17:57	3.505854
2024-08-13	17:57	3.058388
2024-08-13	17:57	3.239691
2024-08-13	17:57	3.403888
2024-08-13	17:57	3.724852
2024-08-13	17:57	4.155418
2024-08-13	17:57	3.733250
2024-08-13	17:57	3.975972
2024-08-13	17:57	3.972730
2024-08-13	17:57	4.016602
2024-08-13	17:57	4.405857
2024-08-13	17:57	4.396697
2024-08-13	17:57	3.985288
2024-08-13	17:57	3.865802
2024-08-13	17:57	3.711932
2024-08-13	17:57	3.636375
2024-08-13	17:57	4.069202
2024-08-13	17:58	3.383520
2024-08-13	17:58	3.859873
2024-08-13	17:58	3.379530
2024-08-13	17:58	3.066909
2024-08-13	17:58	2.962525
2024-08-13	17:58	95.009694
2024-08-13	17:58	4.057129
2024-08-13	17:58	3.666192
2024-08-13	17:58	3.789255
2024-08-13	17:58	3.963159
2024-08-13	17:58	3.463659
2024-08-13	17:58	4.118568
2024-08-13	17:58	4.164650
2024-08-13	17:58	4.176938
2024-08-13	17:58	3.878692
2024-08-13	17:58	3.203508
2024-08-13	17:58	3.553087
2024-08-13	17:58	3.195920
2024-08-13	17:58	3.194780
2024-08-13	17:58	3.094862
2024-08-13	17:58	3.157041
2024-08-13	17:58	2.963110
2024-08-13	17:58	4.118062
2024-08-13	17:58	4.421633
2024-08-13	17:58	6.129988
2024-08-13	17:58	5.903485
2024-08-13	17:58	4.830068
2024-08-13	17:58	4.036171
2024-08-13	17:58	4.160172
2024-08-13	17:58	4.348090
2024-08-13	17:58	4.709200
2024-08-13	17:58	4.867951
2024-08-13	17:58	4.745742
2024-08-13	17:58	4.560383
2024-08-13	17:58	4.339527
2024-08-13	17:58	4.399037
2024-08-13	17:58	4.376725
2024-08-13	17:58	4.407945
2024-08-13	17:58	5.097564
2024-08-13	17:58	6.132135
2024-08-13	17:58	6.273656
2024-08-13	17:58	9.354851
2024-08-13	17:58	7.426488
2024-08-13	17:58	6.640608
2024-08-13	17:58	5.180342
2024-08-13	17:58	4.229811
2024-08-13	17:58	4.430515
2024-08-13	17:58	3.670238
2024-08-13	17:58	3.992648
2024-08-13	17:58	3.477341
2024-08-13	17:58	3.520451
2024-08-13	17:58	3.715209
2024-08-13	17:58	4.001018
2024-08-13	17:58	240.530258
2024-08-13	17:58	4.384918
2024-08-13	17:58	4.339471
2024-08-13	17:58	4.081099
2024-08-13	17:59	4.205667
2024-08-13	17:59	4.244942
2024-08-13	17:59	4.282178
2024-08-13	17:59	3.845367
2024-08-13	17:59	4.148828
2024-08-13	17:59	3.681048
2024-08-13	17:59	3.173233
2024-08-13	17:59	3.207552
2024-08-13	17:59	3.304617
2024-08-13	17:59	3.186996
2024-08-13	17:59	3.387878
2024-08-13	17:59	3.502429
2024-08-13	17:59	3.083775
2024-08-13	17:59	2.893188
2024-08-13	17:59	2.953162
2024-08-13	17:59	3.278091
2024-08-13	17:59	4.160206
2024-08-13	17:59	4.763757
2024-08-13	17:59	4.794743
2024-08-13	17:59	4.658822
2024-08-13	17:59	4.334913
2024-08-13	17:59	3.985619
2024-08-13	17:59	3.796017
2024-08-13	17:59	3.507126
2024-08-13	17:59	3.621208
2024-08-13	17:59	3.789720
2024-08-13	17:59	3.776684
2024-08-13	17:59	4.087017
2024-08-13	17:59	3.950811
2024-08-13	17:59	4.333340
2024-08-13	17:59	4.512261
2024-08-13	17:59	4.632536
2024-08-13	17:59	4.659781
2024-08-13	17:59	3.737856
2024-08-13	17:59	4.087895
2024-08-13	17:59	3.222148
2024-08-13	17:59	3.117202
2024-08-13	17:59	3.042361
2024-08-13	17:59	3.286710
2024-08-13	17:59	3.569373
2024-08-13	17:59	3.562584
2024-08-13	17:59	3.724138
2024-08-13	17:59	3.827851
2024-08-13	17:59	3.865741
2024-08-13	17:59	3.924541
2024-08-13	17:59	3.606669
2024-08-13	17:59	3.748928
2024-08-13	17:59	3.539529
2024-08-13	17:59	3.066751
2024-08-13	17:59	3.368692
2024-08-13	17:59	2.883068
2024-08-13	17:59	2.745972
2024-08-13	17:59	104.222517
2024-08-13	17:59	1.322788
2024-08-13	17:59	1.012253
2024-08-13	17:59	5.857377
2024-08-13	17:59	5.960673
2024-08-13	17:59	5.691835
2024-08-13	17:59	6.163020
2024-08-13	17:59	3.471212
2024-08-13	17:59	4.629658
2024-08-13	17:59	5.012499
2024-08-13	18:00	8.123384
2024-08-13	18:00	7.435432
2024-08-13	18:00	8.251273
2024-08-13	18:00	7.966820
2024-08-13	18:00	7.264163
2024-08-13	18:00	7.789169
2024-08-13	18:00	6.723527
2024-08-13	18:00	6.114327
2024-08-13	18:00	6.177296
2024-08-13	18:00	5.593417
2024-08-13	18:00	4.555761
2024-08-13	18:00	5.046271
2024-08-13	18:00	4.389563
2024-08-13	18:00	3.658372
2024-08-13	18:00	3.978303
2024-08-13	18:00	3.956294
2024-08-13	18:00	3.449839
2024-08-13	18:00	2.953616
2024-08-13	18:00	3.148842
2024-08-13	18:00	2.816103
2024-08-13	18:00	3.254180
2024-08-13	18:00	3.884612
2024-08-13	18:00	4.452041
2024-08-13	18:00	4.508852
2024-08-13	18:00	4.694120
2024-08-13	18:00	4.222137
2024-08-13	18:00	3.747130
2024-08-13	18:00	4.026641
2024-08-13	18:00	3.549542
