2024-08-18	15:40:20	502	900
2024-08-18	15:51:30	502	900
2024-08-18	16:11:41	502	900
2024-08-18	17:44:44	429	60
2024-08-18	17:54:11	429	60
2024-08-18	17:55:11	429	60
2024-08-18	18:11:21	429	60
2024-08-18	18:12:21	429	60
2024-08-18	18:26:04	429	60
2024-08-18	18:27:30	429	60
2024-08-18	18:28:30	429	60
2024-08-18	18:32:32	429	60
2024-08-18	18:33:41	429	60
2024-08-18	18:34:42	429	60
2024-08-18	18:49:13	429	60
2024-08-18	18:50:13	429	60
2024-08-18	19:03:46	429	60
2024-08-18	19:04:46	429	60
2024-08-18	19:11:31	429	60
2024-08-18	19:12:31	429	60
2024-08-18	19:16:27	429	60
2024-08-18	19:17:37	429	60
2024-08-18	19:18:37	429	60
2024-08-18	19:22:39	429	60
2024-08-18	19:23:48	429	60
2024-08-18	19:24:48	429	60
2024-08-18	20:30:56	429	60
2024-08-18	20:44:04	429	60
2024-08-18	20:46:37	429	60
2024-08-18	20:47:37	429	60
2024-08-18	20:51:21	429	60
2024-08-18	20:52:31	429	60
2024-08-18	20:53:32	429	60
2024-08-18	21:57:07	429	60
2024-08-18	21:59:47	429	60
2024-08-18	22:00:47	429	60
2024-08-18	22:11:10	429	60
2024-08-18	22:12:10	429	60
2024-08-18	22:17:13	429	60
2024-08-18	22:18:13	429	60
2024-08-18	22:38:24	429	60
2024-08-18	22:39:36	429	60
2024-08-18	22:40:36	429	60
2024-08-18	23:17:37	429	60
2024-08-18	23:18:37	429	60
2024-08-18	23:32:41	429	60
2024-08-18	23:33:41	429	60
2024-08-18	23:38:44	429	60
2024-08-18	23:45:11	429	60
2024-08-18	23:46:21	429	60
2024-08-18	23:47:21	429	60
2024-08-18	23:52:09	429	60
2024-08-18	23:55:35	429	60
2024-08-19	00:01:14	429	60
2024-08-19	00:57:46	504	900
2024-08-19	02:16:33	429	60
2024-08-19	02:31:00	429	60
2024-08-19	02:32:00	429	60
2024-08-19	02:45:00	429	60
2024-08-19	02:58:52	429	60
2024-08-19	03:03:14	429	60
2024-08-19	03:17:03	429	60
2024-08-19	03:18:03	429	60
2024-08-19	03:22:02	429	60
2024-08-19	03:23:11	429	60
2024-08-19	03:24:11	429	60
2024-08-19	03:27:06	429	60
2024-08-19	03:28:25	429	60
2024-08-19	03:29:25	429	60
2024-08-19	03:58:54	429	60
2024-08-19	03:59:54	429	60
2024-08-19	04:23:01	429	60
2024-08-19	04:25:42	429	60
2024-08-19	04:27:21	429	60
2024-08-19	04:28:22	429	60
2024-08-19	04:32:55	429	60
2024-08-19	04:33:55	429	60
2024-08-19	05:00:18	429	60
2024-08-19	05:04:18	429	60
2024-08-19	05:05:18	429	60
2024-08-19	05:36:17	429	60
2024-08-19	05:43:14	429	60
2024-08-19	05:44:14	429	60
2024-08-19	05:48:33	429	60
2024-08-19	05:49:33	429	60
2024-08-19	05:54:18	429	60
2024-08-19	06:02:23	429	60
2024-08-19	06:03:32	429	60
2024-08-19	06:05:08	429	60
2024-08-19	06:06:08	429	60
2024-08-19	06:11:29	429	60
2024-08-19	06:12:56	429	60
2024-08-19	06:13:56	429	60
2024-08-19	06:17:06	429	60
2024-08-19	06:18:06	429	60
2024-08-19	06:27:23	429	60
2024-08-19	06:28:23	429	60
2024-08-19	06:49:03	429	60
2024-08-19	06:50:04	429	60
2024-08-19	06:54:45	429	60
2024-08-19	07:02:51	429	60
2024-08-19	07:07:15	429	60
2024-08-19	07:25:37	429	60
2024-08-19	07:26:37	429	60
2024-08-19	08:20:54	429	60
2024-08-19	08:22:46	429	60
2024-08-19	08:23:47	429	60
2024-08-19	08:35:01	429	60
2024-08-19	08:36:14	429	60
2024-08-19	08:37:14	429	60
2024-08-19	08:44:34	429	60
2024-08-19	08:45:34	429	60
2024-08-19	08:50:50	429	60
2024-08-19	08:51:50	429	60
2024-08-19	09:18:15	429	60
2024-08-19	09:23:05	429	60
2024-08-19	09:24:05	429	60
2024-08-19	10:17:54	429	60
2024-08-19	10:18:54	429	60
2024-08-19	10:32:07	429	60
2024-08-19	10:34:51	429	60
2024-08-19	10:36:03	429	60
2024-08-19	10:37:17	429	60
2024-08-19	10:43:22	429	60
2024-08-19	11:44:03	429	60
2024-08-19	11:45:03	429	60
2024-08-19	12:02:25	429	60
2024-08-19	12:03:28	429	60
2024-08-19	12:57:48	502	900
2024-08-19	13:14:40	502	900
2024-08-19	13:29:42	503	900
2024-08-19	18:53:36	429	60
2024-08-19	19:07:10	429	60
2024-08-19	19:08:21	429	60
2024-08-19	19:19:04	429	60
2024-08-19	19:50:09	429	60
2024-08-19	22:08:14	429	60
2024-08-19	22:09:14	429	60
2024-08-19	22:40:54	429	60
2024-08-19	22:42:46	429	60
2024-08-19	22:43:46	429	60
2024-08-19	23:13:26	429	60
2024-08-19	23:14:52	429	60
2024-08-19	23:15:52	429	60
2024-08-19	23:24:07	429	60
2024-08-20	00:32:50	504	900
2024-08-20	01:03:36	429	60
2024-08-20	01:13:25	429	60
2024-08-20	05:03:09	429	60
2024-08-20	05:21:47	429	60
2024-08-20	05:22:47	429	60
2024-08-20	06:15:25	429	60
2024-08-20	06:16:25	429	60
2024-08-20	06:19:10	429	60
2024-08-20	06:20:19	429	60
2024-08-20	07:19:50	429	60
2024-08-20	08:25:43	429	60
2024-08-20	08:34:33	429	60
2024-08-20	08:38:23	429	60
2024-08-20	08:39:23	429	60
2024-08-20	08:43:46	429	60
2024-08-20	08:44:46	429	60
2024-08-20	08:47:43	429	60
2024-08-20	08:52:22	429	60
2024-08-20	08:53:22	429	60
2024-08-20	09:03:58	429	60
2024-08-20	09:06:09	429	60
2024-08-20	09:07:09	429	60
2024-08-20	09:11:30	429	60
2024-08-20	09:12:30	429	60
2024-08-20	09:15:04	429	60
2024-08-20	09:16:15	429	60
2024-08-20	09:17:16	429	60
2024-08-20	09:33:24	429	60
2024-08-20	09:34:24	429	60
2024-08-20	09:37:40	429	60
2024-08-20	09:38:53	429	60
2024-08-20	09:39:53	429	60
2024-08-20	09:43:26	429	60
2024-08-20	10:04:12	429	60
2024-08-20	10:05:24	429	60
2024-08-20	10:06:24	429	60
2024-08-20	10:36:48	429	60
2024-08-20	10:37:49	429	60
2024-08-20	10:51:12	429	60
2024-08-20	10:52:12	429	60
2024-08-20	11:00:32	429	60
2024-08-20	11:01:32	429	60
2024-08-20	11:08:03	429	60
2024-08-20	11:09:03	429	60
2024-08-20	11:12:43	429	60
2024-08-20	12:02:36	429	60
2024-08-20	12:09:37	429	60
2024-08-20	12:10:53	429	60
2024-08-20	12:52:40	429	60
2024-08-20	12:57:17	429	60
2024-08-20	12:58:17	429	60
2024-08-20	13:01:22	502	900
2024-08-20	13:16:24	502	900
2024-08-20	13:31:27	503	900
2024-08-20	13:46:51	502	900
2024-08-20	14:07:01	429	60
2024-08-20	14:08:08	429	60
2024-08-20	14:09:08	429	60
2024-08-20	14:18:50	429	60
2024-08-20	15:04:18	429	60
2024-08-20	15:28:58	429	60
2024-08-20	15:29:58	429	60
2024-08-20	15:34:09	429	60
2024-08-20	15:35:09	429	60
2024-08-20	18:36:46	429	60
2024-08-20	18:37:46	429	60
2024-08-20	19:03:59	429	60
2024-08-20	19:18:46	429	60
2024-08-20	21:35:27	429	60
2024-08-20	21:36:27	429	60
2024-08-20	21:39:38	429	60
2024-08-20	21:40:47	429	60
