2024-08-20	21:41:47	429	60
2024-08-20	21:44:58	429	60
2024-08-20	21:50:58	429	60
2024-08-20	21:51:58	429	60
2024-08-20	21:55:25	429	60
2024-08-20	21:56:34	429	60
2024-08-20	21:57:41	429	60
2024-08-20	21:58:41	429	60
2024-08-20	22:05:52	429	60
2024-08-20	22:07:05	429	60
2024-08-20	22:08:17	429	60
2024-08-20	22:24:38	429	60
2024-08-20	22:28:58	429	60
2024-08-20	22:30:07	429	60
2024-08-20	22:31:14	429	60
2024-08-20	23:59:59	429	60
2024-08-21	00:01:00	429	60
2024-08-21	00:10:04	429	60
2024-08-21	00:11:04	429	60
2024-08-21	00:15:51	429	60
2024-08-21	00:17:15	429	60
2024-08-21	00:42:39	429	60
2024-08-21	01:03:13	429	60
2024-08-21	01:04:14	429	60
2024-08-21	01:26:18	429	60
2024-08-21	01:27:18	429	60
2024-08-21	02:26:50	429	60
2024-08-21	02:33:15	429	60
2024-08-21	02:38:31	429	60
2024-08-21	02:39:45	429	60
2024-08-21	02:40:45	429	60
2024-08-21	02:50:05	429	60
2024-08-21	02:52:06	429	60
2024-08-21	02:53:06	429	60
2024-08-21	02:56:03	429	60
2024-08-21	02:57:11	429	60
2024-08-21	02:58:12	429	60
2024-08-21	03:01:19	429	60
2024-08-21	03:03:11	429	60
2024-08-21	03:04:11	429	60
2024-08-21	03:22:42	429	60
2024-08-21	03:24:42	429	60
2024-08-21	03:25:42	429	60
2024-08-21	03:28:41	429	60
2024-08-21	03:29:52	429	60
2024-08-21	03:30:52	429	60
2024-08-21	03:34:31	429	60
2024-08-21	03:35:39	429	60
2024-08-21	03:36:39	429	60
2024-08-21	03:40:58	429	60
2024-08-21	03:41:58	429	60
2024-08-21	06:49:51	429	60
2024-08-21	06:53:28	429	60
2024-08-21	06:55:32	429	60
2024-08-21	06:59:13	429	60
2024-08-21	07:00:22	429	60
2024-08-21	07:01:22	429	60
2024-08-21	07:08:02	429	60
2024-08-21	07:15:14	429	60
2024-08-21	07:16:14	429	60
2024-08-21	07:19:31	429	60
2024-08-21	07:20:38	429	60
2024-08-21	07:21:38	429	60
2024-08-21	08:25:24	429	60
2024-08-21	08:51:23	429	60
2024-08-21	08:52:23	429	60
2024-08-21	09:10:50	429	60
2024-08-21	09:38:36	504	900
2024-08-21	13:52:05	500	900
2024-08-21	14:09:01	500	900
2024-08-21	14:27:48	502	900
2024-08-21	14:42:53	503	900
2024-08-21	15:28:10	502	900
2024-08-21	19:24:12	504	900
2024-08-21	23:16:56	504	900
2024-08-22	02:50:53	503	900
2024-08-22	04:20:43	503	900
2024-08-22	12:27:01	504	900
2024-08-22	16:17:08	502	900
2024-08-22	17:21:30	504	900
2024-08-22	17:39:06	502	900
2024-08-22	18:30:19	502	900
